0.547734389,4,0.057,2.0016
0.410200711,4,0.057,2.0016
0.798957538,4,0.057,2.0016
0.447382302,4,0.057,2.0016
0.211168262,4,0.057,2.0016
0.13223794,4,0.057,2.0016
0.187783825,4,0.057,2.0016
7.603360452,3,4,1.5
0.941377087,3,1.5,0.375
0.895426845,1,14,6
0.778567351,1,12,12
1.463326867,3,2,0.75
0.468850449,1,12,12
0.47882521,1,5.056,5.056
0.159920859,1,5.056,5.056
0.372664239,1,5.056,5.056
1.604441147,3,1.25,0.125
1.644256798,3,1.5,0.25
0.900764032,1,13.31,4.438
0.103031524,3,0.125,0.05
0.071774863,3,0.125,0.05
0.552133803,2,39.06,0.016
0.090684071,2,6.25,0.04
0.990981417,3,0,2
0.505819182,3,0.4,0.1
0.188819462,3,0.3,0.05
0.967652728,1,2.625,2.625
0.170563543,1,2.625,2.625
0.953828511,1,2.625,2.625
0.885595838,1,2.625,2.625
0.373432794,1,2.625,2.625
0.900090348,1,2.625,2.625
0.458556182,1,2.625,2.625
0.009292166,5,0,0.05
